id	event	tweet	offensive	emotion
17b7ada8-8802-4859-9528-85c51defe508	GameOfThrones	Mi profesora acaba de soltar un spoiler de juego de tronos mientras explicaba, me meo 😂 #JuegodeTronos	NO	joy
ff013789-8f46-4e8f-9c55-b1c013785249	NotreDame	"""El Sonido del mar"" un grito que nos envía un SOS desde lo profundo de los mares, donde ni vemos ni sentimos el sufrimiento de los seres marinos.... Tristeza... Infinitamente más tristeza que la pérdida de todas las #NotreDame del mundo juntas ... https://t.co/XH3zqm4Ifa"	NO	sadness
966101ee-28de-42b6-a08c-e417f1fe97b0	ChampionsLeague	Las cervezas de hoy llegan gracias al auspicio de la #ChampionsLeague	NO	others
114fb36c-2d58-474a-a26e-4dcfc5dcc3f4	Venezuela	 USER USER Que pena da este ¿Periódico?😏 #VenezuelaLibre #Venezuela	NO	sadness
715e0805-6443-450c-a81b-e1126f6ca365	GameOfThrones	Ante el episodio de ayer de #JuegodeTronos solo tengo un comentario: fbwownriwpdebrjc9wjrifw9wbfuwowbfk. Ya está	NO	others
e78d6e2c-e005-420d-8a8e-74ab1ead4e40	Venezuela	Al menos 69 heridos tras alzamiento opositor en #Venezuela https://t.co/qoBs5dYgtY	NO	others
b5db80e3-ed15-48cd-8967-93c75e58d660	WorldBookDay	Feliz Día del Libro ¿Por qué si nos llaman gordos nos ponemos a adelgazar pero si nos llaman idiotas no nos ponemos a leer? A ponerse guapos y guapas todos!! #diadellibro #santjordi… https://t.co/N0OBVYzsZ6	NO	joy
9172af02-d136-4e75-9ce2-71ccdda4c69b	GretaThunberg	 USER USER USER USER El jueves, #macrobotellón en la #Complutense por #sancemento. Dejan el #Campus como un vertedero nuclear. El viernes, a manifestarse contra el #CambioClimatico con #GretaThunberg. Y los medios, condescendientes, contemporizadores y jocosos con el alcoholismo joven #MedioAmbiente	NO	anger
1e124bac-cce1-47bf-9a4f-4b41958ce447	NotreDame	¿Se puede decir ya que a #NotreDame le han pegado fuego tranquilamente y con dos cojones para hacerle una rehabilitación más en profundidad, menos compleja y mejor financiada que la inicialmente prevista que estaba en marcha o hay que seguir unas horas más con los aspavientos?	OFF	anger
f0a2f732-cbd9-415c-9ff2-5576aac18dab	NotreDame	A la gente toda mierda le molesta, si te gusta una serie te critican, si sientes empatía por el incendio en #NotreDame , si tu youtuber favorito llega de visita a tu país. Toda mierda le molesta a la Gente	NO	anger
4bef3c35-e441-455c-abc0-d3129135b550	NotreDame	Para los católicos será una pérdida que con fe haremos reconstruir esta y cuantas quemen o derriben. Para los no católicos Notre-Dame de Paris será una pérdida irreparable. Que nos costará volverla a ver como antes. Juntos pedimos justicia por tal hecho. #NotreDame https://t.co/T0RHWKMy9s	NO	sadness
9485bc6c-4bfe-4f90-ac4f-a2f86586ccc1	GretaThunberg	"#15MClimático #GretaThunberg ""Nuestra civilización está siendo sacrificada para que un número muy reducido de personas pueda continuar ganando enormes cantidades de dinero. Es el sufrimiento de muchas... https://t.co/qXzA29X93F"	NO	others
fcc91d8d-ba78-4975-a32a-72c86863c277	SpainElection	Con Rivera no. La gente ha hablado en las urnas y luego en la calle. Escúchalos, Pedro. #ElecccionesGenerales28A	NO	others
65746c08-9dfe-42be-a64c-5f9c13fe51c9	ChampionsLeague	Hasta ahorita me conecto... Y solo tengo que decir: Messi lo hace ver taaaaaan fácil 😱⚽️ #ChampionsLeague	NO	joy
f15feace-70df-4038-b91d-1de88c3c214a	ChampionsLeague	#Messi dando cátedra de cómo anotar un tiro libre. Leo llega a los 600 goles com #Barcelona y lo hace en la #ChampionsLeague con uno de altura. Su primer gol fue el 1 de mayo de 2005; 14 años exactamente después el número 600. #fútbol | https://t.co/5E5wcIMK0N	NO	joy
106a7e03-39d1-417d-8f49-1b113516e114	ChampionsLeague	#ChampionsLeague Solo el hace estas cosas. GOL DE #MESSI #Barcelona 3 #liverpool 0 https://t.co/yT6BMx04o7	NO	joy
772b7243-b387-4b60-9817-4a661235d6e6	SpainElection	 USER gracias, pero mejor que no representes a quien no te ha votado. Por favor, por favor, déjalo! No queremos que nos representes!!!!#ElecccionesGenerales28A #vox	NO	others
871f5161-74dc-4160-90ac-01cb80d1b38d	NotreDame	La santa corona de espinas es salva!!! #NotreDamedeParis #NotreDame https://t.co/sLnwORQv28	NO	joy
ab6daca6-63fd-48b4-864a-0a82015fc9b8	WorldBookDay	Me faltan los dos últimos de Harry Potter y después voy por los de Canción de Hielo y Fuego. Si me quieren regalar alguno no me voy a enojar. #DíaDelLibro	NO	others
11afe476-e75b-47b6-ad47-8c61bef1072e	WorldBookDay	¡Tenemos una gran sorpresa para ti! 😱 ¡Visita nuestro Facebook! 👉🏻 https://t.co/K9T0mmZDDi 👈🏻 #DiaDelLibro #DiaInternacionalDelLibro https://t.co/gfAJSQY1a7	NO	joy
6b3d8324-e017-496f-a671-5817ba543590	Venezuela	"Los gobiernos de #Argentina #Brasil #Canada #Chile #Colombia #CostaRica #Guatemala #Honduras #Panamá #Paraguay #Peru y #Venezuela, miembros del #GrupoDeLima, ""conminan a USER a cesar la usurpación, para que pueda empezar la transición democrática"" en #Venezuela https://t.co/Frqm1MQVCX"	NO	disgust
065cb6f7-d961-47d5-97ab-a017b05fd7db	WorldBookDay	Y no sé cuántos libros he leído, ni me interesa, solo sé que han sido mis compañeros más fieles...#libros #DíaDelLibro	NO	others
5082f794-ba73-4427-a9f9-42845ebfa8f2	ChampionsLeague	Vidal titular ctm . No aguanto más de la ansiedad #ChampionsLeague #VamosVidal #BarçaLFC	NO	others
37847796-a29d-4c5d-9bbe-bf9460d73d0d	WorldBookDay	Hoy celebramos el Día del Libro con avioncitos literarios, venta de libros usados y cuenta cuentos en USER 📚 ¡A seguir fomentando el amor por la literatura infantil y juvenil! Feliz día del libro 😁 #DiaDelLibro #DiaDelLibro2019 https://t.co/XpLsWUraVT	NO	joy
93a292b1-8ef4-43f7-b861-749b12eb2514	SpainElection	Orgullosa de mi país y de toda la gente que ha salido a votar para que no retrocedamos en la historia. Igualdad, pluralidad, tolerancia, feminismo y futuro. ¡VIVA ESPAÑA! ♥️. #ElecccionesGenerales28A https://t.co/lIwCQRyKQQ	NO	joy
88da9d6b-65e7-4737-9bb1-eb10c5000969	NotreDame	-Todos lloran por #NotreDame pero quien llora por.... COMETE UNA VERGA Y LLORA TU Y DEJA A LA GENTE LLORAR POR LO QUE LES DE LA GANA.	NO	sadness
c9ea30da-1459-4619-bcb2-2a7743e45428	WorldBookDay	#DíaDelLibro ¿Cuál crees que es el mejor escritor o escritora de #México? 🤔 #DíaInternacionalDelLibro	NO	others
d65ed188-7705-47e6-a68c-628af4ffd517	GameOfThrones	Madre mía van a tener que ampliar invernalia solo para meter el cementerio #JuegodeTronos #GameofThones	NO	surprise
9bed6db6-cd6b-4c30-880b-064818a66e81	GameOfThrones	#Sam es la mera verga del capítulo, peleó acostado toda la madriza y sobrevivió #JuegodeTronos #GameofThrones	OFF	others
2296b28a-4c59-4f49-89d8-0d4213fb01fd	GretaThunberg	#FridaysforFuture ¡Perú! Porque este grave problema es de todos, salimos a las calles a protestar por el #CambioClimático USER USER USER #FridaysForFuturePerú #Schoolstrike4climate #whateverittakes #gretathunberg #climatechange #pollution #roadtoextinction https://t.co/CtuDd4rt9i	NO	others
c94d0604-6786-4cbd-86fb-4d9612390044	GameOfThrones	No os alegréis mucho con las elecciones, os recuerdo que en hora y media empieza el capítulo 08x03 de Juego de Tronos y va a morir todo pichichi y vamos a llorar mucho. #GOT #JuegodeTronos #GameOfThrones #WinterIsHere https://t.co/XHVlBlCyEE	NO	sadness
81df265b-92e1-410d-ba2d-cfa9a5d93ab0	GameOfThrones	Los de Braavos no conquistan el mundo por qué no quieren definitivamente #GameOfThrones #JuegodeTronos	NO	others
a5880022-8078-4ee8-8745-fc2c405b1662	GameOfThrones	Y después del alivio tras ver los resultados de las #EleccionesGenerales28A, toca sufrir por el 8x03 de #JuegoDeTronos, que se nos olvida que ahí sí va a haber drama 😪	NO	joy
6e5c94fc-585e-4b02-bfe2-e1a861d637a2	WorldBookDay	Este era mi libro favorito de niña. ¿Cual cuento recuerdas? #DiadelLibro https://t.co/51rSABea0d	NO	others
896ad483-4bcd-413f-ae88-73223219d9d0	Venezuela	Que angustia #Venezuela desde aquí enviando toda la buena energía para que terminemos de salir de este régimen.	NO	sadness
39c1e3cd-f306-414f-a2bd-49792aa01dc4	GretaThunberg	Tremendo liderazgo de #GretaThunberg !! Tiene 16 años y nos está haciendo a TODOS mirar el mundo con otros ojos! Entremos en pánico, salvemos el 🌍!! #CambioClimatico	NO	surprise
e33f0b3a-d81e-46f5-95a5-d02af3b844a4	GameOfThrones	In shock, que puta maravilla #JuegodeTronos #GameofThones	OFF	surprise
54673118-25e8-44d2-bbcc-69f6a2100b67	GameOfThrones	Vale la pena esperar 10 años para ver este pedazo de capítulo de #JuegoDeTronos, Impresionante, una maravilla.	NO	joy
db6b63bb-20b9-4635-9c53-a83088903815	GameOfThrones	 USER USER Es que es imposible. Sigo con la misma cara de cuadros q cuando acabe de verlo. Simplemente IMPRESIONANTE #JuegodeTronos #got	NO	surprise
58a6562a-33eb-4aba-b8d6-e7b6285b2002	NotreDame	#NotreDame La Catedral de León nos enseñó el peligro de usar agua para apagar un incendio como el de Notre Dame https://t.co/W0XhdAmuEH vía USER 	NO	surprise
0b8326d8-1b30-4eba-8c9f-06e8196745d0	SpainElection	En otra época hubo personas que lucharon para que hoy puedas depositar libremente tu papeleta en una urna. Ejerce tu derecho al voto 🗳 ✉️ #ElecccionesGenerales28A	NO	others
86b54ff4-7b3b-48c3-aea9-5fb87157879c	ChampionsLeague	Ya Disponible The 100 (Los 100) 6x01 sub en español para descargar por mega ↓ ↓ https://t.co/iBIPD0vyKu #The100 #The100Season6 Messi #BBMAs #BTSOnE #BARLIV Anfield Barça Suarez #ChampionsLeague Dembele #IfICantHaveYou #BillboardMusicAwards #AlfombraRojaE https://t.co/VJvhnUkeiY	NO	others
5ff99854-a043-4e47-8d1c-440becbcfb29	ChampionsLeague	Y bueno, esta #ChampionsLeague al igual que las últimas 6-5 se resumen en tener o no tener a Cristiano Ronaldo o Leo Messi.	NO	others
97dab1ee-cb57-4f96-8d2e-c44c0198ae8e	GretaThunberg	"Carta abierta en el USER de los impulsores del movimiento #FridaysForFuture, con la activista medioambiental, #GretaThunberg a la cabeza: ""No queremos vuestra esperanza, queremos que os unáis a nosotros“ https://t.co/fBTzfP8b2E vía"	NO	others
a13d886f-6f38-4d93-b2ec-6360be7fb0c9	WorldBookDay	La periodista Paula Hawkins reflexiona sobre la vida con esta frase de enorme calado 🤗 Cualquiera de sus obras es una excelente opción para celebrar el #DíadelLibro hoy. ✌️ Estamos en https://t.co/GoZY08va1i 📖Feliz día del Libro 📖 #JuntasValemosMás https://t.co/Va4aCaXBYH	NO	others
69ea0def-1f12-40d1-8c74-a758edcdacc4	LaLiga	Año 2005: #Barcelona gana #LaLiga contra el #Levante. Año 2011: #Barcelona gana #LaLiga contra el #Levante. Año 2019: ¿? 😎 A los culés les gusta ganar ligas contra los granotas. 🏆 https://t.co/Q43qRgchIe https://t.co/WqBlkLWw6j	NO	others
bcd06fa2-e9d6-4c20-8a91-ae6fb8bef6c5	GretaThunberg	No hay PLANet B. Viernes #ClimateStrike en todo el mundo con USER y todos los demás. #GretaThunberg https://t.co/yc0qS7UUnt	NO	others
52095d91-3883-405c-a940-13895377131a	LaLiga	‼️BARÇA CAMPEÓN DE LIGA‼️ El #Barça consigue su 26ª #LaLiga!! Felicidades!! 🔴🔵 #ForçaBarça https://t.co/B7J2vcVjul	NO	joy
6bb54512-c9fc-41c2-a930-c751f9943400	Venezuela	El rugido de la fiera, sólo que suena como aullido de gatica en celo. No quisiéramos que se desencadenara una intervención militar en #Venezuela, sería terrible, pero terminaría como Giron, pero mil veces peor para el Imperio. https://t.co/umktqOGEF2	NO	others
7670d43e-9d5f-4bc6-be1d-8b34f52662bd	ChampionsLeague	Es que la PERFECCIÓN en Él existe!!!🙌🙌🙌🙌 MESSI #ChampionsLeague https://t.co/xX3fwR9NHl	NO	joy
22ef5be4-eadc-4d45-b788-505b2da0b78d	GretaThunberg	¿Qué tipo de persona crítica así a esta niña ( #GretaThunberg )? https://t.co/LxIMlxYAeK	NO	others
b978c565-c1ef-41bc-a270-057e747b6614	ChampionsLeague	Bonito primer tiempo, a pesar del árbitro visitante y de que la posesión del balón no fue absoluta del Barça #ChampionsLeague	NO	others
952636fb-b381-4589-8fd7-3b3051d14031	LaLiga	📋🚨 Leo Messi no estará entre los titulares de #Barcelona para enfrentar al #Levante. 📍 Si el conjunto blaugrana consigue una victoria será campeón de #LaLiga 🏆 #️⃣ #BarçaLevante https://t.co/pAEQDAWbss	NO	others
e4a4860f-bb51-4866-805b-15e21968d8ca	NotreDame	Memoria y desastres. Chile en 1863 también sufrió de un gran incendio😔 Como país que sufrimos de constantes perdidas patrimoniales, toda la fuerza a Francia en este momento tan doloroso. Aprendamos de las Cistus, la flor que resiste al fuego✊ https://t.co/d5tyNbnPBm #NotreDame https://t.co/iH2OkZQpGv	NO	sadness
95a1695e-a620-4c16-be7a-461b7f6ca786	Venezuela	#Venezuela defiende las conquistas populares contra los ataques de los Vendepatria... https://t.co/6UERh1lAU1	OFF	anger
846a7615-9aff-4dcf-b726-9d188929098c	ChampionsLeague	Que continúe el duelo de latinos en #ChampionsLeague. 🇧🇷 En este caso te traemos brasileños, ¿a quién fichas para tu equipo?	NO	others
f4dd92f6-4d33-44ac-bdb3-6482d91119ab	Venezuela	 USER No hay vuelta atrás Dios con nosotros...no perdamos la Fe. Estamos cerca #VenezuelaLibre	NO	sadness
124ef8ad-46a5-496e-af13-1f4f60b8677c	NotreDame	Parece increíble pero apenas por este medio me enteré del incendió en #NotreDame ... es una lástima la perdida y daños en esta hermosa e icónica construcción.... https://t.co/tO5fm7nlXO	NO	sadness
7d6f6890-e685-4720-8570-c9ddfe2bf752	GretaThunberg	#JóvenesXElClima #GretaThunberg (que a sus 16 años se ha propuesto cambiar el mundo) candidata a Premio Nobel de La Paz. 😍 ¡No hay que desistir en reconocer la capacidad de agencia de niñas y jóvenes! https://t.co/6sIkf0wcEs USER Really congrats! 🙌 https://t.co/w6DkTYi8Xg	NO	others
bb6231ea-ba33-484f-b9d1-d3479d6091ef	Venezuela	#Venezuela, que no tengamos que llorar	NO	sadness
ead7a3d8-8a68-4112-856f-10f09a86c86b	WorldBookDay	#ponlepalomitas Juan Gabriel #DíaDelLibro #NarcoReforma #SemanaIR #DiaInternacionalDelLibro #QuéPasóCha #ConsejosQueDoyYNoSigo #TorneoDeVoleibolAntorchista #ClasicoRegio https://t.co/HfMDuTc0v2	NO	others
7fd2b72e-294f-42a7-a383-7ed0714efb97	NotreDame	De veras tengo pena por lo de notre dame, mas que su valor religioso es su historia su arquitectura y representa una epoca que todo giraba en torno a la iglesia nos guste o no #NotreDame	NO	sadness
3476f17c-f308-4778-b9aa-f2cb16e4e918	GretaThunberg	#resist #careethics #nuevasgeneraciones Ella lidera el movimiento que conminó a autoridades a comportarse como adultos y asumir la crisis medioambiental y sus peligros en serio. Tiene 16 años, y está abriendo horizontes tremendos ⬇️⬇️ #GretaThunberg ❤️🌱💪🏽 https://t.co/KAYlR83xBZ	NO	others
119f4f37-c3c9-4a63-aefe-1bd29f663dc9	SpainElection	Miedo me da que el USER pacte con USER 😱 #ElecccionesGenerales28A https://t.co/3e1pDbvytQ	NO	fear
fdb3ba9d-65c5-406e-a4bb-d896ea1d86ad	ChampionsLeague	Qué lindo día para que gane el USER #ChampionsLeague	NO	others
a2fe95d1-80e3-4140-b1ed-f4d341cfeeb7	WorldBookDay	¿Qué título literario adaptado a la pantalla ha sido tu preferido? #DíaDelLibro #Cine #Literatura #Historias https://t.co/xz11nsm86J	NO	others
ea616698-ce46-4230-b7b8-1b61f18f079a	ChampionsLeague	Pistoleroooooo! Que buen gol, bien trabajado #ChampionsLeague	NO	joy
ea933fd7-c906-4fd4-92c8-af000796875c	GameOfThrones	¿Recuerdas esta escena de la 3ª temporada de #GameOfThrones entre #Arya y #Melisandre ? Una vieja profecía de #JuegoDeTronos puede hacerse realidad y marcar decisivamente el final de la serie #NotToday #GOT https://t.co/xNcsSxBwd9	NO	others
bbc6286b-db26-4343-829d-fa5f193b3a59	GameOfThrones	¿Será así como ha conseguido Arya enfrentarse a ['SPOILER'] en #JuegoDeTronos? https://t.co/13S278ZkeE	NO	others
c927b574-8da1-4879-89c6-d4d92052b0d4	SpainElection	Ánimo, peperos, desde mañana podéis gozarla inventando más palabras fachas como gilipogre, feminazi, filoetarra, narcochavisno, izmierda... En vez de reconocer que os han botado por corruptos, ladrones y mentirosos. #ElecccionesGenerales28A #EleccionesL6	OFF	anger
5756098b-f492-43e6-82ac-1a4a138188e1	ChampionsLeague	Leo y Lucho ya están en el Camp Nou con su mate en mano para enfrentar al #Liverpool por la semifinal de #ChampionsLeague. ¿Cómo les irá? #NaciónDeHinchas ⚽👉https://t.co/FqNmZEvqxH https://t.co/UWvOelwvUp	NO	others
5019928a-8928-48d0-8b35-e268b99ff9fd	SpainElection	"A los gritos de militancia de ""Con Rivera NO"" USER responde ""No vamos a poner cordones sanitarios, la única condición será respetar la constitución"". #ElecccionesGenerales28A #EleccionesL6 https://t.co/NR9ysflmwK"	NO	others
904cc99a-3c00-45c8-9513-4e9dd7b266ae	WorldBookDay	#SantJordi #DiaDelLibro Lean para sobrevivir a la realidad. https://t.co/LGPfn3SKK7	NO	others
73f75d87-7e20-447d-85dd-de045eabeb71	WorldBookDay	Después de darme un garbeo por varias librerías me he decantado por esta compra en USER : Armonías y suaves cantos : las mujeres olvidadas de la música clásica / Anna Beer Deseando ponerme 🤓 #DiaDelLibro #DíadoLibro #23deAbril #santjordi https://t.co/gMyCVGBINW	NO	others
e1b377f9-a1e3-41cc-8aa2-a8d66b625924	NotreDame	#NotreDame resistió a lo largo de los siglos cientos de guerras, pero no la indiferencia actual. La incendió la frialdad de los corazones franceses de la actualidad. El centro de Francia y el corazón de Europa lloran su pérdida. Y el mundo también.	NO	sadness
1636baba-b79d-4986-8189-8dfbedc150c2	GameOfThrones	A ver, yo estoy muy nerviosa vale??? #JuegodeTronos	NO	others
ccb451c7-cf20-4be7-b495-d872ec5dc25e	GameOfThrones	Visto esto el Rey de la Noche puede conquistar él solo los 7 Reinos 😱😱😱 #JuegoDeTronos #GameofThrones https://t.co/xd2NUIjK6G	NO	others
51888e69-d99a-4c88-ac4b-4fcf05b7ca21	GameOfThrones	Arya es la mejor ❤❤👏👏💪💪 Mi favorita #juegodetronos8x03 #GamesOfThrones #JuegoDeTronos https://t.co/SvkEyEhYRd	NO	joy
7b8f53af-1e79-4196-ac63-1b7b504a66fe	ChampionsLeague	Suarez puede hacer de todo que no le sacaran nunca amarilla. #ChampionsLeague #BARLIV	NO	others
d5204345-474d-4ece-91cc-0d280b7924bf	SpainElection	Orgullosa esta vez de mi tierra, Galicia, que deja atrás el manido y tedioso azul con el que siempre se le ha vestido. Este giro es el comienzo que nos hará resurgir y mirar al futuro. #ElecccionesGenerales28A	NO	joy
19524963-25f3-4770-b144-fe2308fa6423	WorldBookDay	Para mí un buen libro siempre será la mejor compañía en cualquier lugar #DiaDelLibro 📖 #DiaInternacionalDelLibro	NO	others
9eefec0e-aa0b-4cb7-9e92-36ae7a4b32f0	GameOfThrones	📌 #JuegoDeTronos : ¡La verdad sobre el Señor de la Luz y su apoyo al Rey de la Noche! 🤔😱💫💀🗡️ #GameofThrones https://t.co/Ptq1Fp72Aj	NO	joy
646e2bef-7b02-4969-9676-4852ddb1b919	Venezuela	Que horrible lo de #Venezuela no se dejen intimidar!!!	NO	anger
d41ae3d6-2810-4766-9482-01434169b8aa	LaLiga	"#LaLiga 🏆 | #FCB 🔵🔴 🗣 Valverde: ""Estamos contentos pero quedan retos por delante"" https://t.co/2ksn3PKZQI https://t.co/VRh3DZ4Vfg"	NO	others
a90a081c-460e-426e-99fc-5c7fb6c328c9	GameOfThrones	Es lo más putamente épico que se ha hecho en una serie: El #Got8x03, no tengo ni palabras, vaya BARBARIDAD de episodio, de verdad que cómo voy a echar de menos esta serie cuando termine...vaya locura de episodio Dios mío #GameofThrones #JuegodeTronos	NO	surprise
f9951063-ec1f-49ac-9287-b3a3d404cb89	GretaThunberg	"Madres que se suman al #15Mverde ""El #cambioclimático está influyendo en la #SALUD de nuestros hijos"" https://t.co/ZzgPp2CsDd vía USER USER USER USER #GretaThunberg #FridaysForFuture #Ecología"	NO	others
79bc640e-c51e-4d8d-9429-8d6eb2c1d53c	LaLiga	#LaLiga | 88' ¡Barcelona está a minutos de ser CAMPEÓN! USER 1-0 USER #ENVIVO ⚽ https://t.co/AGiaY4aFbm https://t.co/380FAN8KHt	NO	others
4db5ee7f-ab85-4852-831d-73cef84dccbe	GretaThunberg	Preparándonos para #AvengersEndgame, #LaPantallaGrande te presenta este análisis de #InfinityWar, en la que te contamos cómo la joven activista sueca #GretaThunberg hubiese vencido a Thanos https://t.co/wtg6obtD6Q	NO	others
fbb73126-13ac-4fb3-978d-c5f0199aa31f	SpainElection	‘Derrota clara i rotunda’. Vale, lo ha entendido. 30 segundos después: ‘Trabajaremos en la reconstrucción del constitucionalismo’. Pues no lo ha pillado. #ElecccionesGenerales28A #28A #elecciones #Elecciones2019 https://t.co/2nwXTU1V4R	NO	others
a2c682fc-b67e-4794-b218-d6903615aaf2	Venezuela	"#Venezuela ""El Señor te bendiga y te guarde, el Señor te mire con agrado y te extienda su amor,el Señor te muestre su favor y te conceda la paz."" https://t.co/OTNmJQaLk9"	NO	others
59ca08e8-05b8-41d7-8045-c22fa5d3a05a	NotreDame	 USER Es una falta de respeto q no hables de USER q se quedo sin su hogar #NotreDame	NO	anger
5f6ca3a4-09b3-482c-89b3-6d978d7e5832	Venezuela	Les recuerdo que este camino comenzó a penas el 23 de enero de este año y que Guidó ha logrado en estos meses lo que la oposición con sus políticos “más” experimentados no lograron jamás. Qué tal si apoyan y dejan sus estúpidas críticas y quejas inútiles? Gracias #VenezuelaLibre	NO	anger
c7db49e2-1428-451d-b211-5d6bd1184f9c	Venezuela	Vamos #Venezuela Dios está con ustedes. Tienen todo nuestro apoyo hermanos	NO	joy
5cde86ea-6a54-46cc-89bc-89eecc5a0d49	GretaThunberg	Salgamos mañana a hacer historia. Ya no tenemos tiempo que perder, el momento de actuar es AHORA. #FridaysForFuture #FridaysForFutureMx #15MClimatico #ClimateStrike #GretaThunberg #UNAM #UAM #IPN #MexicoCity Todos los detalles en el evento: https://t.co/l2wYT3SFe7 https://t.co/eYiNhxFpU3	NO	others
f77f584c-c7ee-4497-b235-258261f39250	Venezuela	Quien a estas alturas puede creerse esa gran mentira??? USER , su equipo politico, la gran mayoría de las #FFAA, de los órganos de seguridad y de todo el pueblo, se mueren en #Venezuela https://t.co/4RgjrCYP5m	NO	anger
c43f9531-ee69-4158-8771-87bf19880bf4	ChampionsLeague	"Comentario entretiempo entre el USER y el USER : El gol fue un ""accidente"" al trámite general del juego. Mal la lesión de Keita. #ChampionsLeague"	NO	sadness
e28d6a65-886a-4528-a28e-c3a672c38a93	GretaThunberg	 USER USER USER USER USER USER USER No me creo que la hayas oído y creas q #GretaThunberg es un títere. Como si le hicieran puto caso!!	NO	anger
a98ade78-0c79-497b-a703-6622eabdaa84	GretaThunberg	Galería: Adolescentes de todo el mundo dejan de ir a clases y marchan para concientizar sobre el cambio climático https://t.co/2Rj80mhCwA #ClimateChangeStrike #ClimateStrike #ClimateAction #GretaThunberg #schoolstrike4climate #SchoolsStrike4Climate #CambioClimatico https://t.co/x3BGjWTwfO	NO	others
19a1a1bb-1ad5-4bcf-97c5-5392d7c38f8a	SpainElection	Pues nada, se vienen (al menos) cuatro años de socialismo-comunismo pro-independentistas y ademas en un entorno de recesión que está al caer. A diferencia de lo que hace la izquierda y a pesar de la gravedad, solo queda respetar el voto del resto. #ElecccionesGenerales28A	NO	others
6eec520e-7b91-41ef-93c5-4a217632301d	WorldBookDay	Y por amor a la memoria llevo sobre mi cara la cara de mi padre. Yehuda Amijai #DíaDelLibro #DiadelLibro2019 #DiaInternacionalDelLibro .. https://t.co/VjV3lVtzqN	NO	others
c490a1a1-6ffd-43ba-8ba7-8e2339581876	GameOfThrones	Muy encabronado con el final del capitulo de #JuegoDeTronos esto no se hace. Quien ha escrito esto joder. Cero cohesión con la historia y deus ex machina muuu tonto #VivePoniente	NO	anger
8de8b757-f6a8-4e27-a0f5-ec7eac716633	SpainElection	Toda la vida beneficiándose de la ley electoral y ahora USER y el #PP se ponen a llorar. Tiempo y mayorías tuvisteis para cambiarla. #ElecccionesGenerales28A #28A	NO	anger
c56b5aa2-8c58-4fd5-ab2e-165c11a54c57	LaLiga	#LaLiga | El USER quiere distanciarse del descenso ante el USER en Butarque en USER #beINLaLiga Horarios ► https://t.co/w4NqgobZZ0 https://t.co/VfLFWBbg4y	NO	others
b6ba8bb1-d0ba-4342-85dc-1939fe44ef24	LaLiga	Con gol de #Messi el #BarçaLevante termina 1-0 y el #Barcelona es #campeón de #LALIGA https://t.co/AYhXhZzTJN	NO	others
c4363299-4374-4097-bd91-a72a18fac5fd	LaLiga	#LaLiga hoy: Barcelona-Levante 12:45 p.m. Sky	NO	others
bf781bcb-f8cb-4155-966c-d0bc32a69a06	GameOfThrones	Hay series de televisión, y luego está #JuegoDeTronos. Capítulo 3. Temporada 8. #LaVirgenSanta #GOT #Exhausta https://t.co/SmhKDNzYfO	NO	others
6672bb4b-bf73-4e17-a036-f9fd1a037f43	WorldBookDay	#DiaDelLibro buen día para terminar “Mentes poderosas” 📚😌🎉	NO	others
d32b03c3-6006-4623-b562-c7ae1dc7a33f	SpainElection	Celia Villalobos diciendo “fiesta fiesta, para nadie, que el PSOE ha llegado a sacar 200 diputados”. Joder, pues si sacando 130 escaños, casi el doble que el segundo, no puede celebrarlo... #ElecccionesGenerales28A	NO	surprise
0964882a-a789-4115-8ee1-bfb2553ae860	LaLiga	0-0: Leganés y Celta firman un duelo anodino en busca de la salvación https://t.co/B7N57Tma7h #transfermarkt #legane #celta #laliga	NO	others
4d0523cd-b859-49cf-87f7-ab4557ccecc2	SpainElection	Pablo Fracasado tras su resultado electoral. USER USER #28A #ElecccionesGenerales28A #EleccionesL6 https://t.co/Z1z5n3Z7Xm	NO	others
26ce011a-393c-4789-93e4-cec3b0d9f82f	LaLiga	LEVANTE UD | El Levante, ante el reto mayúsculo de impedir que el Barça celebre el título - https://t.co/4nMuhQvTIo #LevanteUD 🇪🇸 #LaLiga https://t.co/iiaFdDmgaJ	NO	others
d1e3d4ad-bdc9-4cf9-90ea-3c8e22faec16	ChampionsLeague	Lo que juega Salah! Que tremendo 👏👏👏 #ChampionsLeague	NO	others
c0f274ea-979d-4dfe-9c2c-2ac22fce5214	LaLiga	Leganés 0-0 Celta de Vigo | #LaLiga | #ResultadosPunch | #fb	NO	others
2df0676d-3222-407b-94f6-516a4db5741a	NotreDame	Como se tuviera que reconstruir #NotreDame con el dinero del Vaticano quedaba más en ruinas que el Coliseo...	NO	others
23b8ae41-1340-4084-86f2-b48f564f2f0e	ChampionsLeague	EL MEJOR DEL MUNDO USER 3-0 USER #1deMayo #barcalfc #FelizMiercoles #ChampionsLeague #CHAMPIONSxESPN #1demayo2019 #Messi #Barcelona #BarçaLFC #BarcelonavLiverpool #Barca #Messi600 https://t.co/lwfVbowMeg	NO	others
1bc9b0e1-99d1-4438-b742-b2c1f5584a8e	NotreDame	Enserio estoy muy triste por mi Francia 🇫🇷 lo que paso fue muy triste 😔 #NotreDame #FuerzaFrancia https://t.co/nBAXgmEgdn	NO	sadness
